case,event,time,lifecycle:transition,amount,paymentAmount,expense,org:resource,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
A2640,Payment,2006/09/11 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A26400,Create Fine,2007/12/23 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26400,Payment,2007/12/27 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26401,Create Fine,2007/12/05 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26401,Send Fine,2008/02/09 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26404,Create Fine,2007/12/11 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26404,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A26405,Create Fine,2007/12/13 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26405,Send Fine,2008/02/09 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26405,Insert Fine Notification,2008/03/01 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26405,Add penalty,2008/04/30 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26405,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26406,Create Fine,2007/12/31 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26406,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26406,Insert Fine Notification,2008/03/10 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26406,Add penalty,2008/05/09 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26406,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26407,Create Fine,2008/01/11 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26407,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26407,Insert Fine Notification,2008/06/12 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26407,Add penalty,2008/08/11 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26407,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26408,Create Fine,2008/01/14 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26408,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26408,Insert Fine Notification,2008/06/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26408,Add penalty,2008/08/08 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26408,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26409,Create Fine,2008/01/14 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26409,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26409,Insert Fine Notification,2008/03/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26409,Add penalty,2008/05/22 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26409,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26410,Create Fine,2008/01/14 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26410,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26411,Create Fine,2008/02/01 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26411,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26411,Insert Fine Notification,2008/05/08 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26411,Add penalty,2008/07/07 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26411,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26413,Create Fine,2008/02/13 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26413,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,26.0,,,,,,,,,
A26413,Insert Fine Notification,2008/06/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26413,Add penalty,2008/08/12 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26413,Insert Date Appeal to Prefecture,2008/09/29 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26413,Send Appeal to Prefecture,2008/11/28 00:00:00.000,COMPLETE,,,,,,,,,,,NIL,
A26413,Receive Result Appeal from Prefecture,2008/12/04 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26413,Notify Result Appeal to Offender,2008/12/16 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26413,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26414,Create Fine,2008/02/25 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26414,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26414,Insert Fine Notification,2008/06/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26414,Add penalty,2008/08/18 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26414,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26416,Create Fine,2008/02/25 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26416,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26417,Create Fine,2008/02/25 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26417,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,26.0,,,,,,,,,
A26417,Insert Fine Notification,2008/06/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26417,Add penalty,2008/08/12 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26417,Insert Date Appeal to Prefecture,2008/09/29 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26417,Receive Result Appeal from Prefecture,2008/12/04 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26417,Notify Result Appeal to Offender,2008/12/18 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26417,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26417,Send Appeal to Prefecture,2011/12/25 00:00:00.000,COMPLETE,,,,,,,,,,,NIL,
A26418,Create Fine,2008/02/25 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26418,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26418,Insert Fine Notification,2008/06/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26418,Add penalty,2008/08/08 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26418,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26419,Create Fine,2008/02/25 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26419,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26419,Insert Fine Notification,2008/06/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26419,Add penalty,2008/08/18 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26419,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A2642,Create Fine,2006/09/10 00:00:00.000,COMPLETE,35.0,,,559,157,,,A,0.0,,NIL,0
A2642,Payment,2006/09/15 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A26422,Create Fine,2008/03/11 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26422,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26422,Insert Fine Notification,2008/04/28 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26422,Add penalty,2008/06/27 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26422,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26424,Create Fine,2008/03/25 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26424,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26424,Insert Fine Notification,2008/06/21 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26424,Add penalty,2008/08/20 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26424,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26425,Create Fine,2008/03/25 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26425,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,26.0,,,,,,,,,
A26425,Insert Fine Notification,2008/06/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26425,Add penalty,2008/08/12 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26425,Insert Date Appeal to Prefecture,2008/09/29 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26425,Receive Result Appeal from Prefecture,2008/12/04 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26425,Notify Result Appeal to Offender,2008/12/16 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26425,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26425,Send Appeal to Prefecture,2011/12/25 00:00:00.000,COMPLETE,,,,,,,,,,,NIL,
A26426,Create Fine,2008/03/28 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26426,Send Fine,2008/06/05 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26426,Insert Fine Notification,2008/06/24 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26426,Add penalty,2008/08/23 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26426,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26427,Create Fine,2008/04/15 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26427,Send Fine,2008/07/14 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26428,Create Fine,2008/04/15 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26428,Send Fine,2008/06/05 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26428,Insert Fine Notification,2008/06/14 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26428,Add penalty,2008/08/13 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26428,Payment,2010/06/03 00:00:00.000,COMPLETE,,57.0,,,,,,,57.0,,,
A26429,Create Fine,2008/04/15 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26429,Send Fine,2008/06/05 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26429,Insert Fine Notification,2008/06/25 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26429,Add penalty,2008/08/24 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26429,Payment,2010/04/26 00:00:00.000,COMPLETE,,57.0,,,,,,,57.0,,,
A26431,Create Fine,2008/04/22 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26431,Send Fine,2008/06/05 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26431,Insert Fine Notification,2008/06/20 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26431,Add penalty,2008/08/19 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26431,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26434,Create Fine,2008/04/23 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26434,Send Fine,2008/06/05 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26434,Insert Fine Notification,2008/06/14 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26434,Add penalty,2008/08/13 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26434,Payment,2008/08/22 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A26434,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26436,Create Fine,2008/04/25 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26436,Send Fine,2008/07/30 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A26436,Insert Fine Notification,2008/08/16 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26436,Add penalty,2008/10/15 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26436,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26437,Create Fine,2008/05/05 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26437,Send Fine,2008/07/14 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26437,Insert Fine Notification,2008/08/04 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26437,Add penalty,2008/10/03 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26437,Payment,2009/08/19 00:00:00.000,COMPLETE,,57.0,,,,,,,57.0,,,
A26439,Create Fine,2008/05/14 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26439,Send Fine,2008/07/14 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26439,Insert Fine Notification,2008/07/25 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26439,Add penalty,2008/09/23 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26439,Payment,2008/10/20 00:00:00.000,COMPLETE,,57.0,,,,,,,57.0,,,
A26440,Create Fine,2008/05/14 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26440,Send Fine,2008/09/03 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A26440,Insert Fine Notification,2008/09/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26440,Add penalty,2008/11/18 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26440,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26442,Create Fine,2008/05/19 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26442,Send Fine,2008/07/14 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26442,Insert Fine Notification,2008/08/04 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26442,Add penalty,2008/10/03 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26442,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26448,Create Fine,2008/05/31 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26448,Send Fine,2008/07/30 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26448,Insert Fine Notification,2008/08/15 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26448,Add penalty,2008/10/14 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26448,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A2645,Create Fine,2006/09/10 00:00:00.000,COMPLETE,35.0,,,559,157,,,A,0.0,,NIL,0
A2645,Payment,2006/09/10 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A26450,Create Fine,2008/06/11 00:00:00.000,COMPLETE,22.0,,,538,7,,,A,0.0,,NIL,0
A26450,Send Fine,2008/07/30 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26450,Insert Fine Notification,2008/08/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26450,Add penalty,2008/10/12 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A26450,Payment,2009/01/23 00:00:00.000,COMPLETE,,57.0,,,,,,,57.0,,,
A26451,Create Fine,2008/02/17 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26451,Payment,2008/02/17 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26452,Create Fine,2008/02/17 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26452,Payment,2008/02/20 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26453,Create Fine,2008/02/17 00:00:00.000,COMPLETE,22.0,,,537,7,,,A,0.0,,NIL,0
A26453,Payment,2008/02/23 00:00:00.000,COMPLETE,,22.0,,,,,,,22.0,,,
A26454,Create Fine,2008/02/17 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26454,Payment,2008/02/23 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26455,Create Fine,2008/02/17 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26455,Payment,2008/02/19 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26456,Create Fine,2008/02/17 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26456,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26456,Insert Fine Notification,2008/06/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26456,Add penalty,2008/08/08 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26456,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26459,Create Fine,2008/02/18 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26459,Payment,2008/02/18 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26461,Create Fine,2008/02/18 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26461,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26461,Insert Fine Notification,2008/04/24 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26461,Add penalty,2008/06/23 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26461,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26463,Create Fine,2008/02/18 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26463,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26463,Insert Fine Notification,2008/05/08 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26463,Add penalty,2008/07/07 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26463,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26464,Create Fine,2008/02/18 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26464,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26464,Insert Fine Notification,2008/06/20 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26464,Add penalty,2008/08/19 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26464,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26466,Create Fine,2008/02/18 00:00:00.000,COMPLETE,36.0,,,537,7,,,A,0.0,,NIL,0
A26466,Payment,2008/02/22 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26467,Create Fine,2008/02/20 00:00:00.000,COMPLETE,36.0,,,537,7,,,A,0.0,,NIL,0
A26467,Payment,2008/03/03 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26468,Create Fine,2008/02/20 00:00:00.000,COMPLETE,36.0,,,537,7,,,A,0.0,,NIL,0
A26468,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26471,Create Fine,2008/02/20 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26471,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26471,Insert Fine Notification,2008/06/20 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26471,Add penalty,2008/08/19 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26471,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26472,Create Fine,2008/02/20 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26472,Payment,2008/02/20 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26474,Create Fine,2008/02/20 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26474,Payment,2008/02/25 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26475,Create Fine,2008/02/20 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26475,Payment,2008/02/25 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26476,Create Fine,2008/02/20 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26476,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26476,Insert Fine Notification,2008/05/03 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26476,Add penalty,2008/07/02 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26476,Payment,2008/07/02 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A26479,Create Fine,2008/02/21 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26479,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26483,Create Fine,2008/02/21 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26483,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26483,Insert Fine Notification,2008/06/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26483,Add penalty,2008/08/08 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26483,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26485,Create Fine,2008/02/21 00:00:00.000,COMPLETE,22.0,,,537,7,,,A,0.0,,NIL,0
A26485,Payment,2008/02/23 00:00:00.000,COMPLETE,,22.0,,,,,,,22.0,,,
A26487,Create Fine,2008/02/23 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26487,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A2649,Create Fine,2006/09/10 00:00:00.000,COMPLETE,35.0,,,559,157,,,A,0.0,,NIL,0
A2649,Send Fine,2006/12/29 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A26491,Create Fine,2008/02/23 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26491,Payment,2008/02/25 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26494,Create Fine,2008/02/24 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26494,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26494,Insert Fine Notification,2008/06/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26494,Add penalty,2008/08/08 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26494,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26495,Create Fine,2008/02/24 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26495,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26495,Insert Fine Notification,2008/06/20 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26495,Add penalty,2008/08/19 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26495,Send for Credit Collection,2010/10/15 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26496,Create Fine,2008/02/24 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26496,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26498,Create Fine,2008/02/24 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26498,Payment,2008/04/28 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26499,Create Fine,2008/02/24 00:00:00.000,COMPLETE,36.0,,,537,157,,,A,0.0,,NIL,0
A26499,Payment,2008/03/01 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A265,Create Fine,2006/08/10 00:00:00.000,COMPLETE,35.0,,,537,157,,,A,0.0,,NIL,0
A265,Send Fine,2006/12/13 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A2650,Create Fine,2006/09/10 00:00:00.000,COMPLETE,35.0,,,559,157,,,A,0.0,,NIL,0
A2650,Send Fine,2007/04/04 00:00:00.000,COMPLETE,,,16.6,,,,,,,,,
A2650,Payment,2007/06/13 00:00:00.000,COMPLETE,,51.6,,,,,,,51.6,,,
A26502,Create Fine,2007/12/24 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26502,Payment,2007/12/24 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26507,Create Fine,2007/12/24 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26507,Payment,2008/01/04 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26508,Create Fine,2007/12/24 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26508,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26508,Insert Fine Notification,2008/06/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26508,Insert Date Appeal to Prefecture,2008/08/01 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26508,Add penalty,2008/08/08 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26508,Send Appeal to Prefecture,2008/09/11 00:00:00.000,COMPLETE,,,,,,,,,,,#,
A26509,Create Fine,2007/12/24 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26509,Send Fine,2008/02/09 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26509,Insert Fine Notification,2008/03/01 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26509,Add penalty,2008/04/30 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A26509,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A26511,Create Fine,2007/12/28 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26511,Payment,2008/01/03 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26513,Create Fine,2007/12/28 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26513,Payment,2007/12/28 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26514,Create Fine,2007/12/28 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26514,Payment,2007/12/29 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A26515,Create Fine,2007/12/28 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A26515,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A26515,Insert Fine Notification,2008/03/10 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A26515,Add penalty,2008/05/09 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
