case,event,time,lifecycle:transition,amount,paymentAmount,expense,org:resource,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points,TimeUnix
A3005,Payment,00:00.0,COMPLETE,,46,,,,,,,46,,,,1185494400
A3005,Payment,00:00.0,COMPLETE,,36.5,,,,,,,82.5,,,,1188864000
A30054,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1219363200
A30054,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1228867200
A30054,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1230854400
A30054,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1236038400
A30054,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A3008,Create Fine,00:00.0,COMPLETE,35,,,562,157,,,A,0,,NIL,0,1156809600
A3008,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166140800
A301,Create Fine,00:00.0,COMPLETE,35,,,559,157,,,A,0,,NIL,0,1154390400
A301,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1165881600
A301,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1167696000
A301,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1172880000
A301,Payment,00:00.0,COMPLETE,,82.5,,,,,,,82.5,,,,1224028800
A3010,Create Fine,00:00.0,COMPLETE,35,,,562,157,,,A,0,,NIL,0,1156809600
A3010,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166140800
A30101,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211155200
A30101,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1215993600
A30101,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1217030400
A30101,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1222214400
A30101,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30102,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211155200
A30102,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1211241600
A30103,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211155200
A30103,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1211760000
A30105,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211155200
A30105,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1215993600
A30105,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1217030400
A30105,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1222214400
A30105,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30106,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211155200
A30106,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1221091200
A30106,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1222041600
A30106,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1227225600
A30106,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30110,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211241600
A30110,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1215993600
A30114,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211414400
A30114,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1215993600
A30118,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211414400
A30118,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1215993600
A30118,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1217808000
A30118,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1222992000
A30118,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30119,Create Fine,00:00.0,COMPLETE,22,,,559,7,,,A,0,,NIL,0,1211414400
A30119,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1215993600
A30119,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1216944000
A30119,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1219190400
A30119,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1222128000
A30119,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,NIL,,1324771200
A30121,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211414400
A30121,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1211500800
A30122,Create Fine,00:00.0,COMPLETE,22,,,559,7,,,A,0,,NIL,0,1211414400
A30122,Payment,00:00.0,COMPLETE,,22,,,,,,,22,,,,1211846400
A30125,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211500800
A30125,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1215993600
A30126,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211500800
A30126,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1215993600
A30126,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1217808000
A30126,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1222992000
A30126,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1269216000
A30126,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,#,,1270771200
A30129,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211587200
A30129,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1215993600
A30129,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1217894400
A30129,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1223078400
A30129,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30132,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211587200
A30132,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1211760000
A30133,Create Fine,00:00.0,COMPLETE,22,,,559,7,,,A,0,,NIL,0,1211587200
A30133,Payment,00:00.0,COMPLETE,,22,,,,,,,22,,,,1212105600
A30135,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211587200
A30135,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1211846400
A30141,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211760000
A30141,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1211846400
A30142,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211846400
A30142,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1213920000
A30147,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211846400
A30147,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1217376000
A30148,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1211846400
A30148,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1212019200
A30151,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,C,0,,NIL,0,1214006400
A30151,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30151,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220832000
A30151,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226016000
A30151,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30153,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1214006400
A30153,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1217808000
A30155,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1214006400
A30155,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30155,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1221696000
A30155,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226880000
A30155,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30156,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1214006400
A30156,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1217894400
A30158,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1214092800
A30158,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1216684800
A30158,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30158,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220832000
A30158,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226016000
A30158,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30159,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1214092800
A30159,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A3016,Create Fine,00:00.0,COMPLETE,35,,,562,157,,,A,0,,NIL,0,1156896000
A3016,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1156982400
A30160,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1214092800
A30160,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30162,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30162,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30162,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220832000
A30162,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226016000
A30162,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30163,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30163,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30163,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1221868800
A30163,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1227052800
A30163,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30166,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30166,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30166,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220832000
A30166,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226016000
A30166,Payment,00:00.0,COMPLETE,,87.5,,,,,,,87.5,,,,1248825600
A30167,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30167,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1214524800
A30168,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30168,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1216771200
A30169,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30169,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30169,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220918400
A30169,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226102400
A30169,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30170,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1214092800
A30170,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30170,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1221264000
A30170,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1224547200
A30170,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226448000
A30170,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,#,,1227830400
A30171,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30171,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30172,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30172,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1214438400
A30173,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30173,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30174,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30174,Send Fine,00:00.0,COMPLETE,,,19.1,,,,,,,,,,1223683200
A30174,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1226534400
A30174,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1231718400
A30174,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30175,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1214092800
A30175,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30175,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220832000
A30175,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226016000
A30175,Payment,00:00.0,COMPLETE,,49.5,,,,,,,49.5,,,,1226102400
A30178,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1214092800
A30178,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30178,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220832000
A30178,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226016000
A30178,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30179,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1214092800
A30179,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30179,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1221782400
A30179,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226966400
A30179,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30180,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30180,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30180,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1221004800
A30180,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226188800
A30180,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30181,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30181,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30181,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220832000
A30181,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226016000
A30181,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30186,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30186,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30186,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1221004800
A30186,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226188800
A30186,Payment,00:00.0,COMPLETE,,49.5,,,,,,,49.5,,,,1227484800
A30186,Payment,00:00.0,COMPLETE,,38,,,,,,,87.5,,,,1233014400
A30187,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30187,Send Fine,00:00.0,COMPLETE,,,24.7,,,,,,,,,,1228867200
A30187,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1229904000
A30187,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1235088000
A30187,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30188,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30188,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1214265600
A30189,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30189,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30189,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1221782400
A30189,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226966400
A30189,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30190,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30190,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30191,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30191,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30191,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220832000
A30191,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226016000
A30191,Payment,00:00.0,COMPLETE,,87.5,,,,,,,87.5,,,,1251072000
A30191,Payment,00:00.0,COMPLETE,,87.5,,,,,,,175,,,,1285545600
A30192,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30192,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30192,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220918400
A30192,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226102400
A30192,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A30194,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30194,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1218412800
A30195,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30195,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1214265600
A30198,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1214092800
A30198,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1214352000
A30199,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1214092800
A30199,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30200,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1214092800
A30200,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1220400000
A30200,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1220832000
A30200,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1226016000
A30200,Payment,00:00.0,COMPLETE,,87.5,,,,,,,87.5,,,,1248652800
A30206,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1242777600
A30206,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1248825600
A30206,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1250380800
A30206,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1255564800
A30206,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1332720000
A30207,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1242777600
A30207,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1248825600
A30207,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1250208000
A30207,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1255392000
A30207,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1332720000
A30208,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1242777600
A30208,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1248825600
A30208,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1249257600
A30208,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1253664000
A30208,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1254441600
A30208,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,#,,1257120000
A30209,Create Fine,00:00.0,COMPLETE,38,,,537,7,,,A,0,,NIL,0,1242777600
A30209,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1280275200
A3021,Create Fine,00:00.0,COMPLETE,35,,,562,157,,,A,0,,NIL,0,1156896000
A3021,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166140800
A30210,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1243123200
A30210,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1248825600
A30210,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1250380800
A30210,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1255564800
A30210,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1332720000
A30212,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1243123200
A30212,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1248825600
A30212,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1251331200
A30212,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1256515200
A30212,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1332720000
A30214,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1243123200
A30214,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1248825600
A30215,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1243123200
A30215,Payment,00:00.0,COMPLETE,,38,,,,,,,38,,,,1248307200
A30216,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1243123200
A30216,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1248825600
A30218,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1243123200
A30218,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1248825600
A30218,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1249862400
A30218,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1255046400
A30218,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1332720000
A30219,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1243728000
A30219,Send Fine,00:00.0,COMPLETE,,,24.7,,,,,,,,,,1257897600
A30219,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1258588800
A30219,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1263772800
A30219,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1332720000
A30220,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1243728000
A30220,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1248825600
A30220,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1249257600
A30220,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1254441600
A30220,Payment,00:00.0,COMPLETE,,51.5,,,,,,,51.5,,,,1256169600
A30220,Payment,00:00.0,COMPLETE,,39.5,,,,,,,91,,,,1258588800
A30225,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1243728000
A30225,Payment,00:00.0,COMPLETE,,38,,,,,,,38,,,,1245024000
A30230,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1243728000
A30230,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1248825600
A30230,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1250294400
A30230,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1255478400
A30230,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1332720000
A30232,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1244764800
A30232,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1248825600
A30232,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1252281600
A30232,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1257465600
A30232,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1332720000
A30233,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1244764800
A30233,Payment,00:00.0,COMPLETE,,38,,,,,,,38,,,,1245369600
A30235,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1244764800
A30235,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1253232000
A30235,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1254096000
A30235,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1259280000
A30235,Payment,00:00.0,COMPLETE,,51.5,,,,,,,51.5,,,,1259366400
A30237,Create Fine,00:00.0,COMPLETE,23,,,537,7,,,A,0,,NIL,0,1245110400
A30237,Payment,00:00.0,COMPLETE,,23,,,,,,,23,,,,1245369600
A30238,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1245110400
A30238,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1253232000
A30238,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1253923200
A30238,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1259107200
A30238,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1332720000
A30243,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1245715200
A30243,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1253836800
A30243,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1254441600
A30243,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1259625600
A30243,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1332720000
A30244,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1245715200
A30244,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1253836800
A30244,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1254355200
A30244,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1259539200
A30244,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1332720000
A30247,Create Fine,00:00.0,COMPLETE,38,,,537,157,,,A,0,,NIL,0,1245715200
A30247,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1253836800
A30247,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1254355200
A30247,Add penalty,00:00.0,COMPLETE,77.5,,,,,,,,,,,,1259539200
A30247,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1332720000
